IM,DCR,P,Upper,Lower
0.23,0.16820916483909837,1.6459788183485307e-10,6.307065239249419e-08,1.6159407077754468e-13
0.24000000000000002,0.17532555305256825,4.170942250876168e-10,1.386310208665627e-07,4.725240429992352e-13
0.25,0.18243411715945082,9.9781473272803e-10,2.89396222403504e-07,1.2967073345945323e-12
0.26,0.18953517838962997,2.265517323877603e-09,5.765255097011604e-07,3.3587509731285396e-12
0.27,0.19662903293040956,4.9045346627992225e-09,1.1007014024000176e-06,8.253192476963603e-12
0.28,0.20371595473483772,1.0165101859983771e-08,2.021421416551572e-06,1.9324345036435637e-11
0.29000000000000004,0.21079619792592438,2.024300896551715e-08,3.5826449009357898e-06,4.3284762914016134e-11
0.3,0.21786999886685293,3.885783812261538e-08,6.145722048194743e-06,9.307476207871755e-11
0.31,0.22493757795319025,7.210455382070392e-08,1.0230316580106917e-05,1.927309323712423e-10
0.32,0.23199914117220194,1.296693542010766e-07,1.656372014418099e-05,3.8539695361708674e-10
0.33,0.23905488146587908,2.2651640733306578e-07,2.6138558491952415e-05,7.460957334260676e-10
0.34,0.24610497992759084,3.8516614842008075e-07,4.027842925336341e-05,1.4015067421100263e-09
0.35000000000000003,0.25314960685697274,6.386968645360033e-07,6.0710517427871044e-05,2.5597715751451514e-09
0.36000000000000004,0.2601889226934191,1.0346080136956791e-06,8.964374024116548e-05,4.55429353532064e-09
0.37,0.267223078845138,1.639684905433588e-06,0.0001298505111675157,7.90660479639259e-09
0.38,0.2742522184279612,2.545999026317476e-06,0.0001847498149001891,1.3414639196127063e-08
